year,paper_id,review_id,segment_id,segment_type,segment_hash,human_open_code,human_theme,raw_open_code,canonical_code,rouge_l_to_human,minilm_cosine_to_human
2024,WS7GuBDFa2,ICLR.cc/2024/Conference/Submission926/Reviewer_aEzH,seg_03294b970b2bfed5,weakness,0ab58f90626f0cb0308409d956153ac4af2d1df05cf47447caf56af781fcea7d,Lack of clarity,Clarity issues,Need for clarity and consistency in figures and labels,Need for clarity and consistency in figures and labels,0.1666666666666666,0.22298145
2024,bZh06ptG9r,ICLR.cc/2024/Conference/Submission9045/Reviewer_yWWG,seg_663e34b31401b729,strength,4a46a2e214af57474b6882e10b069cf4906f46957bbc538cc60cbaa31a8338ce,Good methodology,Method,Personalized model training and efficient parameter decomposition,Personalized model training and efficient parameter decomposition,0.0,0.15229657
2024,bZh06ptG9r,ICLR.cc/2024/Conference/Submission9045/Reviewer_yWWG,seg_d476d75256b3660e,weakness,c5460fb5fcc1b741703622b2025c89b22ad8776d0c9f57f80f3683b6ed0d1f2a,Privacy concerns,,Privacy concerns and high complexity,Privacy concerns and high complexity,0.5714285714285715,0.82066476
2024,ff5srKUefm,ICLR.cc/2024/Conference/Submission3385/Reviewer_VTJB,seg_75b3263d55354d24,strength,998d0b0efc45e3f2c5b76efe6c54d3ea7ffa067970d23726dd18aeae35b914c0,Outdated research,Related work,simple and efficient routing process,simple and efficient routing process,0.0,-0.017355166
2024,ff5srKUefm,ICLR.cc/2024/Conference/Submission3385/Reviewer_VTJB,seg_ce6ec1dfa1c58e1f,weakness,959f27721dd569af60c96326f576b22e243d3688522d46fd9307a7f84fb02bd7,Absence of SOTA,Experiments ,Lack of technical analysis on entropy voting in CapsNets,Lack of technical analysis on entropy voting in CapsNets,0.1666666666666666,0.02213607
2024,jzdQPKgIWA,ICLR.cc/2024/Conference/Submission7102/Reviewer_VfPt,seg_044227fd43d86045,strength,c678b696af4181e4e5bea4603ea7d2b40b0a1c8ffc753e05537ce32e7d4a61a2,Extensive experiments,Experiments ,Effective adaptation and exploration in diverse environments,Effective adaptation and exploration in diverse environments,0.0,0.34797204
2024,jzdQPKgIWA,ICLR.cc/2024/Conference/Submission7102/Reviewer_VfPt,seg_c21604b7e927709a,weakness,855aa96827e551177cbebe2d06c78a6f62ccc9cb6c410bf18789c7cb2df3db3c,Concerns about assumptions,Motivation,Limited environment scope and policy assumptions,Limited environment scope and policy assumptions,0.2222222222222222,0.5399052
2024,tmBKIecDE9,ICLR.cc/2024/Conference/Submission4172/Reviewer_2GW2,seg_6bcb82fc783b6cb9,strength,8bbb39d626d1037ebbf0802be728ffb0bee8fa6e5371393000758a9e9bda8eb4,Well written,Writing quality,"Well-written, innovative approach, effective intrinsic rewards","Well-written, innovative approach, effective intrinsic rewards",0.4444444444444445,0.24930882
2024,tmBKIecDE9,ICLR.cc/2024/Conference/Submission4172/Reviewer_2GW2,seg_8d5a634d3b6e81a7,weakness,b4115717c105095ab5e397014731fcd40b8ab273625975edba4faae5d3d210a7,Applicability issue,Contributions,Limited generalizability of Motif,Limited generalizability of Motif,0.0,0.15448526
2024,uNkKaD3MCs,ICLR.cc/2024/Conference/Submission1050/Reviewer_ddCD,seg_b3b2ac76f2ff0110,strength,7369e5e951f8b5f5c0b825e7434be86b2d6bb7058c8401e098c84f356d6d6a8f,Clear writing,Writing quality,Clear presentation and strong experimental evidence,Clear presentation and strong experimental evidence,0.25,0.35773015
2024,uNkKaD3MCs,ICLR.cc/2024/Conference/Submission1050/Reviewer_ddCD,seg_06b40487787a6117,weakness,8b3cd0c0d8713d7841bed4d2d20198ebac1a9e13845233ae9e3c22ae0b8f9759,Lack of contribution,Contributions,Hyperparameter selection challenges,Hyperparameter selection challenges,0.0,0.0030479245
2024,viNQSOadLg,ICLR.cc/2024/Conference/Submission7903/Reviewer_aGg2,seg_02031f4a45e1153d,strength,b419a9c0392b97d649df893fc39a21eba043d3dcac43672a12fa7a182b27c401,Well written,Writing quality,strong storytelling and accessible presentation,strong storytelling and accessible presentation,0.0,0.21896759
2024,viNQSOadLg,ICLR.cc/2024/Conference/Submission7903/Reviewer_aGg2,seg_eccb76cbe73122cc,weakness,97b972afb8528747fa52c7b4bbfbf43edcab5df59593b1843af426f0fa75f300,Lack of experimental validation,Experiments ,Insufficient experimental validation,Insufficient experimental validation,0.5714285714285715,0.9084026
2024,xLoxMvO695,ICLR.cc/2024/Conference/Submission3920/Reviewer_xitB,seg_253a33c26657650f,strength,a80e60ff8e58e5e8d92e3659389fe88f27958cdf46bbfbbffe0364bb83c6ca70,Good ideas,,Significant improvement in LLM-based formal verification,Significant improvement in LLM-based formal verification,0.0,0.04977215
2024,xLoxMvO695,ICLR.cc/2024/Conference/Submission3920/Reviewer_xitB,seg_b1cf217cbaae9948,weakness,295455868b28cac1773048827866b0387b6a5c7cc58b800ed6aae22c5580f12a,Unclear writing,Writing quality,Unclear terminology and ambiguity in methodology,Unclear terminology and ambiguity in methodology,0.25,0.41884953
2025,rgDwRdMwoS,ICLR.cc/2025/Conference/Submission9727/Reviewer_tXch,seg_4b0f0837cfcee48e,strength,776f1819d739e9617fe213e343f96a8129d06d231914b1c8b4e459c93a47acd1,Valuable reserach topic,Contributions,ValuableFormalClarity,ValuableFormalClarity,0.0,0.40502667
2025,rgDwRdMwoS,ICLR.cc/2025/Conference/Submission9727/Reviewer_tXch,seg_a54978613c4daa63,weakness,bcaf7f3016fe555807e682429fd0dfa8572c0dc8fc41361076676aa5505de3e3,Lack of experiments,Experiments ,insufficient improvement,insufficient improvement,0.0,0.3768419
2025,sGfVBi15uY,ICLR.cc/2025/Conference/Submission8491/Reviewer_YNcf,seg_ac39a19273947f16,strength,5a8940b653e62b2caf35077426e8dad9f191a1ba6629aa558acd25417a813699,Extensive experiments,Experiments ,"Applies LLMs to DB context, demonstrates","Applies LLMs to DB context, demonstrates",0.0,0.19434327
2025,sGfVBi15uY,ICLR.cc/2025/Conference/Submission8491/Reviewer_YNcf,seg_577d46b0511a8ada,weakness,bbf1681798e34e44e8f98a203be8eeca99157bba050ee0fa2f5a4d8085f91b29,Not fundamentally new algorithm,,straightforward\_application,straightforward\_application,0.0,0.09842381
2025,uJqKf24HGN,ICLR.cc/2025/Conference/Submission7243/Reviewer_1fb4,seg_cac8e3ea66fcd88d,strength,5c6150901d96288c0747a2cc5ca8028de0f40dfec10dae6911d34a94fe9496a5,Well-written,Writing quality,readability,readability,0.0,0.3750708
2025,uJqKf24HGN,ICLR.cc/2025/Conference/Submission7243/Reviewer_1fb4,seg_8ce7568107f4436f,weakness,9b347924beaad5753aa33705f8a79620199fb8d8054fb64b573acf0c72174469,Lack of contribution,Contributions,Adaptor-structure generalizability,Adaptor-structure generalizability,0.0,0.07941478
2025,ue1Tt3h1VC,ICLR.cc/2025/Conference/Submission8532/Reviewer_mwpc,seg_1efe88a3c88a7944,strength,d5f9379e1669214ee3ac002982cacc66f592bc3a6a802e953a29280f2a84cb10,Well-written,Writing quality,RobustPerformance,RobustPerformance,0.0,0.15130046
2025,ue1Tt3h1VC,ICLR.cc/2025/Conference/Submission8532/Reviewer_mwpc,seg_17d3fabafb8d75ef,weakness,831d0c3b51575cf37a50e2ebb306deec8e1cf18428094bde19a46b5271aec31f,Lack of significance,Contributions,task-importance-LLMs,task-importance-LLMs,0.0,0.24140078
2025,vxrtEHc97c,ICLR.cc/2025/Conference/Submission9550/Reviewer_eSdV,seg_fd4a861dd5042d79,strength,bb498dd55dd6433e2d587d82e79d0a257e41a625d60fe03477c46ffb469ed16c,Empirical success,Performance,empirical success tasks,empirical success tasks,0.8,0.8868277
2025,vxrtEHc97c,ICLR.cc/2025/Conference/Submission9550/Reviewer_eSdV,seg_d21f03bfddd63036,weakness,8a7233bc03a17075e81f60a1ca6d78c1c44457d3dcf7bbb1bc99500adfe74362,Not motivating methods,Motivation,unclear motivation,unclear motivation,0.4,0.6488416
2025,w2C7gJqaai,ICLR.cc/2025/Conference/Submission12376/Reviewer_i1oB,seg_ea4135e4ba0fd0e5,strength,714da4120f4e885cd4fdfb6eec40c6267da2b8c02b280270f61d69cfe071d2a7,No strengths,Motivation,no\_significant\_strengths,no\_significant\_strengths,0.8,0.5897429
2025,w2C7gJqaai,ICLR.cc/2025/Conference/Submission12376/Reviewer_i1oB,seg_6df08d05d1aa6465,weakness,145668af5ab85d2a9708a781b6da47574c153407a94168c21bc2f6ba37a340c4,Confusing explanations,Clarity issues,unclear-explanations,unclear-explanations,0.5,0.8064263
2025,w4C4z80w59,ICLR.cc/2025/Conference/Submission2500/Reviewer_yvQD,seg_e93cf2367ef520df,strength,159a8d26d5014970e83c2a57b62109bd0c2e1100b2c9d504be3b7def6fafa4d8,Simple method,Method,distincted\_methodology,distincted\_methodology,0.0,0.27597195
2025,w4C4z80w59,ICLR.cc/2025/Conference/Submission2500/Reviewer_yvQD,seg_3fb7564e2be5428e,weakness,d51cdd2b247197b482c1a795b12c7b9b768fd2ab9de90cb2453bd42c956c221a,Lack of experiments,Experiments ,positioning rationale lacking,positioning rationale lacking,0.3333333333333333,0.23782821
2025,wazvIr0Sw0,ICLR.cc/2025/Conference/Submission369/Reviewer_4Ucz,seg_22cb3424e45eb774,strength,3087c62ffb95f3ef995713f0073773a78a95538cf26c7427806a1e948121f293,Extensive experiments,Experiments ,AdaptsVLMs2D3DSegmentation,AdaptsVLMs2D3DSegmentation,0.0,-0.06009753
2025,wazvIr0Sw0,ICLR.cc/2025/Conference/Submission369/Reviewer_4Ucz,seg_8b4dfa05ea780c10,weakness,b14233eb9a25a3113c4e847655f256b0df8091ae2699fc8dedcd839c40d240a5,Lack of comparison to new methods,,ablation\_needed,ablation\_needed,0.0,0.019714013
2025,xGs7Ch3Vyo,ICLR.cc/2025/Conference/Submission11905/Reviewer_AkBL,seg_dd8a99756b21ebae,strength,5a2c5cfdd5fb396ab4cf802a118d69442074d06303bfb36f2743e5eb1befa469,Diverse evaluation,Evaluation,benchmark evaluations,comprehensive benchmark,0.0,0.3033531
2025,xGs7Ch3Vyo,ICLR.cc/2025/Conference/Submission11905/Reviewer_AkBL,seg_f707685ae311c49d,weakness,aa41a6e2c740e150fedfa39daf077a3676bd74f99290d253da57d80bd6c8240c,Limited applicability/niche,Contributions,niche-method claim,niche-method claim,0.3333333333333333,0.6922877
2025,xQBRrtQM8u,ICLR.cc/2025/Conference/Submission1370/Reviewer_7e67,seg_75f24a4d2a8f2ec3,strength,9bd468510f345ca6062545a8993bc2db73a7dd6097598a2653bd22265b2885d0,Theoretically sound framework,Method,theoretisoundframework,theoretisoundframework,0.0,0.41245604
2025,xQBRrtQM8u,ICLR.cc/2025/Conference/Submission1370/Reviewer_7e67,seg_4430913a846a89dc,weakness,fabe03475d3841c8f1131bbc8c02232c8090a027a7470b45646d1039695651cb,Not comprehensive experiments,Experiments ,incomplete-diffusion-results,incomplete-diffusion-results,0.0,0.2912602
2025,xajif1l65R,ICLR.cc/2025/Conference/Submission12709/Reviewer_kJYW,seg_6cd79b0f799bdf24,strength,62ea713d1695fb43a008f6cbdce41e84433dea51971ba13dcfa69c8de3b526d9,Imoressive results,Performance,PatchSizeDataSelection,PatchSizeDataSelection,0.0,0.035109427
2025,xajif1l65R,ICLR.cc/2025/Conference/Submission12709/Reviewer_kJYW,seg_c11e3976824483c2,weakness,9b225b814102b4b604c2a9eef33b8fc1fc22a343262509813489c59e3560f43b,Unclear motivation,Motivation,Increased storage; unclear value,Increased storage; unclear value,0.3333333333333333,0.19080341
2025,xiyzCfXTS6,ICLR.cc/2025/Conference/Submission6708/Reviewer_VxGg,seg_559ca5460612bf60,strength,bfba647dde55699edb66e02e6a565d93342c94dc0d3a067848582f5adb3f2f95,Innovative research,Contributions,innovative-formulation,innovative-formulation,0.5,0.4987546
2025,xiyzCfXTS6,ICLR.cc/2025/Conference/Submission6708/Reviewer_VxGg,seg_5b4f05157a46c5d8,weakness,5a6e485b576f9d7316a8981781041cf978761ddecece39dae4960e8a70a411a6,Lack of comparison to new methods,,high-dimensional-comparison-lack,high-dimensional-comparison-lack,0.2,0.44771335
2025,yRd4loGAhJ,ICLR.cc/2025/Conference/Submission14209/Reviewer_K91h,seg_0f3bc8fd544fa249,strength,9492697354eb6268fdf151de69f8d3d61f04e081c149f899558d3d92fdfa4eb8,Detailed explanations,Clarity issues,AttentionStrength,AttentionStrength,0.0,0.2557447
2025,yRd4loGAhJ,ICLR.cc/2025/Conference/Submission14209/Reviewer_K91h,seg_9e4d740fc564b27a,weakness,2e7a43fb0e22d07c7529c6d6c8c47171479ab5f1ad7c6c06f56c2a9a9a9c556c,Lack of comparison to new methods,Related work,inconsistent performance,inconsistent-performance,0.0,0.36792773
2025,yUC8pU508S,ICLR.cc/2025/Conference/Submission12539/Reviewer_YT3n,seg_8f28c16a5e355a99,strength,224f682daef8e892d7a48e15b8ca745356ae68895ddc3d6dc4144405307a000d,Great performance,Performance,extends-context-length-novel-analysis,extends-context-length-novel-analysis,0.0,0.11798634
2025,yUC8pU508S,ICLR.cc/2025/Conference/Submission12539/Reviewer_YT3n,seg_22c5bf61704f811a,weakness,de2625a6174f45d4d5755403b0837194f8a385a7a6afb1d4a84e2e6d699775be,Sensitive to specific parameters,Performance,parameter sensitivity,parameter sensitivity,0.3333333333333333,0.79468775
2025,yVeNBxwL5W,ICLR.cc/2025/Conference/Submission514/Reviewer_wsmd,seg_e7c9173ddf396fb3,strength,5ef7d9488af3a5623c9a1a5ec3f7752adfd564f000018165e99b3fb874d8fc06,Great performance,Performance,"Robustness, Effectiveness, Adaptability","Robustness, Effectiveness, Adaptability",0.0,0.13794407
2025,yVeNBxwL5W,ICLR.cc/2025/Conference/Submission514/Reviewer_wsmd,seg_dd8cba1e4cb25de2,weakness,cd393d9964f4bf35407df8caf1ed9d08bcce27aa7bb3ff934435ddee89c5c509,Unclear choice of parameters,Clarity issues,optimize-sampling-clarity,optimize-sampling-clarity,0.0,0.2510009
2025,ysQiaWhnCN,ICLR.cc/2025/Conference/Submission595/Reviewer_a3dn,seg_c97e533649ff0cf4,strength,b0e6223397c448c1a0f59b455a7a58309f24b5656e96048039bd58838032092d,Original idea,Related work,`innovative-CA-envs`,`innovative-CA-envs`,0.0,0.16859496
2025,ysQiaWhnCN,ICLR.cc/2025/Conference/Submission595/Reviewer_a3dn,seg_b8641535fdaa9ae9,weakness,ae8a79ba134528ad0d059793615b04b79a847fe3e607dc64c8429993a1ba67e9,Poor written,Writing quality,experimentation-details-lacking,experimentation-details-lacking,0.0,0.08135234
