axial_cluster_id,axial_cluster_label,meta_cluster_id,meta_cluster_label,n_segments,n_reviews,n_papers,mean_review_score,acceptance_rate,top_canonical_codes,representative_segment_hashes,representative_snippet
542,Lack of clarity and detail in methodology / Uncertainty separation limitations,1,Lack of clarity and detail in methodology / domain-adaptation-insight,42,42,37,5.714285714285714,0.5135135135135135,Lack of clarity and detail in methodology (10); Innovative smoothness assumption and empirical validation (1); Challenges in bounding objective function suboptimality (1); Accelerated method for nonsmooth problems (1); Innovative algorithm design for composite optimization (1); Lack of discussion on solution gaps and assumptions (1); Innovative convex minimization approach with bounds provided (1); Insightful theorems with improved bounds (1); Ambitious promise without general applicability (1); Lack of justification for convergence measure (1),6d68ea419dc819bc075525bbc4ec5c1aec153a13a21fa237e59d8ab3e3403404; 3f5e30b339b20c35231be8d74511467335b6d303b281f26310f608e2ec25f7e7; f60db3970c607ded49bcb9ee58f188f6610a6383961edf07a5606b35cfcca42c; 5c890d7b7dc3fcf31da07db32e044133ce680bda2217cd7a37901cef38e87402; 8375daeae4bea7a69556db424c5a2cadd3243aa1cf8c81f2d9b23e91b94f6571,
633,Lack of clarity and detail in methodology / Empirical study on overparameterization benefits,1,Lack of clarity and detail in methodology / domain-adaptation-insight,42,42,40,5.357142857142857,0.35,Lack of clarity and detail in methodology (30); Clear structure and comprehensive numerical evaluations (1); Empirical study on overparameterization benefits (1); Significant contribution to scheduling using GFlowNets (1); high originality and strong community value (1); Excessive length and lack of experimental validation (1); Originality and clarity in analysis; significant contributions to MAB literature. (1); clear focus on biological system and thorough background (1); wellmotivatedmethod (1); SimpleIdeaClearExposition (1),2fd401f05c416bf7b332a596bb3f4c037f6affeff6465012e4babcb63f27bec0; 7e141b31ee9be02261120fecdd898bff7e70a190fff1c91517ba60b028155542; 21c11c87cdef10469fa8f388f49aa84f1c91111dbd8b01ee40aea97d288e4273; e9e45a2527599d1a53a9afd7f5aae15a7bcc6c97125fd03769baa78ff4540991; 607a3d1b9de79294bc70b607877a1c4517c628517d1278f8b99e693d162442d1,
233,Lack of clarity and detail in methodology / Adversarial training across multiple norms,13,Lack of clarity and detail in methodology / Insufficient ablation studies,42,41,38,5.024390243902439,0.2368421052631578,Lack of clarity and detail in methodology (12); Novel privacy-preserving defense approach (1); Lack of depth in design discussion and comparisons (1); Single-round FL (1); heterogeneous-setup-motivation (1); highlight-differences-to-prior-works (1); CompetitorsUnwillingCollab (1); Limited consideration of key factors in FL (1); Unrealistic problem background and lack of innovation (1); Insufficient ablation studies (1),4497f734759c7ff1d4d70d3e65ad4c01c1ff2dcaeaaf2e99c19cc90e215ff474; febe45a27e41dcd589e2cf90c44458b3404a92981e7987c33848ee2e7199b4ac; 7a026062a7ebe19436c68037d21aa7dc60a92225e8ff3cdb3aa3b9882398d1b1; d96a51865300443ad5ed6ab17226c7ec6965aa8a5d5d50e1e47e5d04328f18fa; af76d964387b076ad5eed9a35d3bc13044f407e6b5bf296ef15962158a8552e1,
550,Lack of clarity and detail in methodology / Effective new ranking method for neurons,1,Lack of clarity and detail in methodology / domain-adaptation-insight,42,40,33,5.55,0.5454545454545454,"Lack of clarity and detail in methodology (12); Effective new ranking method for neurons (2); Lack of novelty and clarity in PCA analysis (1); hype-chasing-framing (1); missing limitations, unclear abstract, unreadable figures, (1); ChallengingTask;NeuronExtraction (1); LackQualComp (1); unclearmetricvalidity (1); specify images, explain computation (1); Metric-label noise mismatch (1)",4145d65905b59a6e8a1a0c8259ce432c26bdbdef61be3f643e942ce9f1837d93; 748e9b8ddbf878fef865e13ee935f4791cd16733597511e0d41201989960ce28; 23d06139cab21df031f896a2aab3a7ca3b1a04f04ace61b24cb48fbecdcff9f1; 431f5bc89365c7b2bc64b426d5a1bd52ffcf33fa18ad8e4212f0a35f31b0267a; 1fb156d877ba04aea75dec5523228a25c68e631997a8f1e9e920d0a223c92345,
73,Lack of clarity and detail in methodology / PMI-based masking improves training efficiency,9,Lack of clarity and detail in methodology / Innovative self-supervised learning approach,42,33,19,6.393939393939394,0.631578947368421,"Lack of clarity and detail in methodology (7); PMI-based masking improves training efficiency (2); Innovative pre-trained model for dialogue systems (1); domain-specific,comprehensive (1); standardize-democratize-accelerate-evaluation (1); Inadequate speech knowledge (1); taskorienteddialoguemissing (1); meaningful research endeavor (1); significant-advantages (1); segment granularity, SECOM scalability (1)",dbfaac07953d9d9e50f5471592bc136b76bbea645da1be8b5a68496b6a3ac37e; 10d3f5e4c7ab33642c1cbfb8896ee6ce59d62a95107b689a7bcbff64549173d7; fdd48469b603f46e3657cebadd1203065a2ed751a3264f83fe087a03aaf86e0e; 073b2afef85f4d2f7439e7d1d251a1f610328139c8d6750e45bd8735bf5087e3; 784bc2cc74a8a51cc3235d64f8fe24f3371733b2816ebdd4ef0d1abfa9c98691,
434,Lack of clarity and detail in methodology / Unclear GNN types,12,Lack of clarity and detail in methodology / Unclear GNN types,41,41,38,5.2682926829268295,0.4736842105263157,Lack of clarity and detail in methodology (16); Unclear GNN types (10); Effective auxiliary module for GNNs (1); Interesting NTK and NNGP expressions; clear paper structure (1); Strengths: Label Informativeness in GNN (1); novel\_GNN\_control\_modeling (1); SuperiorPerfKANsExp (1); representation\_diversity (1); conflicting-energy-terms (1); Novel divergence concept with practical applications (1),2923b5f528ed889694368924e4aa23432dbd52ffed5cec2a4bda36c51543ee6f; e09f55a25a7f00ae18f5553476aea77cc55c2e007c0b5279b78d231e70befa4c; 5f8d7fc33d885cb834b751c12e9a92046a8da0700a5446c3c51e6272e8b72f17; 24272432cd9088ef22985e1911120fe7ca5754e538499d5cd9604560774ecd1d; fc6fb6bd83aecff4fac3483d4eed5bec2a4363a834f377eed3c5a528dca07382,
613,Lack of clarity and detail in methodology / Assumptions on linearity not clearly stated,4,Lack of clarity and detail in methodology / transformer-advantages,41,40,38,4.85,0.2894736842105263,"Lack of clarity and detail in methodology (20); Proposed framework aims for robustness through data compression (1); lack\_of\_definitions (1); ignored line of work (1); Issues with result presentation and metrics (1); Limited attack evaluation and benchmark scope (1); Lack of clarity and context, missing threat models, limited performance improvement, insufficient baseline comparisons (1); Assumptions about protocol execution are weak; model architecture disclosure risks (1); Concerns about novelty in transductive learning methods (1); Emphasis on trade-off between robustness and recourse; thorough experiments (1)",28c9116f37ab19cfddf1c22e1e3329b6c5fee0616552c87f9b90fcd1a395051a; 022613909eb71ea2f0badaa4f8f0213bbe62160af8455bb3852ca5a7b23e1a18; b3f5fbabd50a198a15fdbffa6c005afaef095760ebec7b803875f3c284a1356c; aed8428c33127fdea8c7c525922057cfa92ed9cfe5b221e70d02c06d765f1c52; 65a23608f9732801f665403397039d498dc182e20adea7432a3784da94502e31,
643,Lack of clarity and detail in methodology / Lack of originality in algorithm and analysis,4,Lack of clarity and detail in methodology / transformer-advantages,41,40,40,5.8,0.425,"Lack of clarity and detail in methodology (22); novel setting and promising algebraic formulation (1); new-model-strong-results (1); ClearWritingFigures (1); GoodExplanationStrongResults (1); probabilistic method (1); Wide-range-applications (1); newfield (1); IntuitiveMethod (1); empirical_strength,high_coverage,novel_technique (1)",233cae64b9f4e85f9426b8a9296f53a3f966a3dc894903a89d016a518c9ce1dd; 4fc5e8569795a85787faadf8445fa1ba959240ad28217a37be94a61b52412e51; 55a56caa94981b76b2b914f09a950852b201eb0a8bc806ce1f3b059ba42b5f67; edb26f7e8eeaeabd18e9bc632938d8bc964b778af36dd926c711fd9181181717; 4a79fa84996550faf0c563121fb6371326043550f5a497665cb19bed8b18f662,
117,Lack of clarity and detail in methodology / human-preference alignment,4,Lack of clarity and detail in methodology / transformer-advantages,41,35,24,5.742857142857143,0.4583333333333333,"Lack of clarity and detail in methodology (9); human-preference alignment (3); modular-framework-with-interpretable-policy (1); Concise methods (1); Preference capture (1); novel approach, innovative, preference representation learning (1); MultiAgentOptimizesAlignment (1); novelapproach (1); PreferenceOptimization (1); tie-data-noise-handling (1)",f04bb336e1bcdae142b9d2d2816878baeebb1efba879404fa84bc46f320920cc; b195014303b50881dad3ddba77144bbf22256a92553f645c484a9456e6583683; 078d410dca8b5d2655cde4b1a8fb081ae857232b5b5d2d70c54aa954c8fff01d; ee649f50138b451827791a932e2c899025ab514a41fad633d3a8eb217ef8f316; 74bb22bbe6d5cd86a8db00decb3ea3d8cda946ff836d48102216280fa6165ef1,
495,Lack of clarity and detail in methodology / Innovative semantic spatial mapping for navigation,13,Lack of clarity and detail in methodology / Insufficient ablation studies,41,34,26,5.411764705882353,0.4230769230769231,"Lack of clarity and detail in methodology (10); Innovative integration of learned and traditional navigation methods (1); innovative integration (1); multimodal-exploration-gaussian (1); waypoint-reachability, ambiguity (1); simplifies integration (1); claim\_intermediate (1); thoroughEvidence,clearSections,originalNVS (1); Imagination-errors, historical-memory, multi-room (1); Effective integration of established methods for robot learning (1)",4f60d131d3fcddc4862f95d2439f29cde49d5858b8d70ac5031bb79191aaefc7; 59a96625c872e053ad5508874677a21830a951ac9c0f6dab3cdd71fa900632e2; 6410f42a5d3a2c8cdf6f41350df2797038625b6eef6c373f860237f9ac8d7fad; 38e0f7c75de1069a93629cb2ba55ca613fb6d2663a8321e53a887948511ac60c; 7742a859f82c5e648b7648f7ac0887685024f9e769f9e917823b265c73a515c0,
89,Lack of clarity and detail in methodology / bilevel-optimization,4,Lack of clarity and detail in methodology / transformer-advantages,41,33,22,5.575757575757576,0.3636363636363636,"Lack of clarity and detail in methodology (13); bilevel-optimization (6); Well-written; innovative LV-HBA method; non-asymptotic convergence analysis; relaxed assumptions (1); Strong-convexity-assumption (1); Theoretically grounded innovation (1); Assumption3.10validation //assumption 3.10 validation is (1); subspace-techniques-motivation (1); FirstOrderDPBilevelMethod (1); Clear-contribution-studyworthy-written (1); convergence-complexity, outperforming methods (1)",f0d96126b31e259298f53420e7fe1bca5f91221c473f5579c3ef692130724551; 449ed69445b6fcedce7bb666fcdbfac564b186d10dcdf2dda6f7021ad712a437; e0178266b814a8d5bb32c00ec598f4d2a56465e30df5c479c23738e3cbc56f96; 22a293f91432cb65bdf027c27aa7b3d5638105175351a405644f9036eb75bce3; 1813269b55bc7900989f9cb46fb18d9d7b63c132e625e48d2f01d627cf2b2a17,
222,Lack of clarity and detail in methodology / SpuriousCorrelation,4,Lack of clarity and detail in methodology / transformer-advantages,40,40,27,5.575,0.4074074074074074,"Lack of clarity and detail in methodology (10); SpuriousCorrelation (2); spurious\_correlations (2); Focus on spurious correlations in machine learning (1); Concerns about dataset choice and claims validity (1); TheoreticalFoundation (1); SpuriousNeuronDetection (1); novel measure, complete framework, extensive experiments, (1); SpurCorrImpactAnalysis (1); Effective spurious label inference and analysis (1)",7b74f35d643077e48a10cb048c7a222e0e6e204ac78c1cd529d1cced42d1da3b; 5b5f56069effe9619e68f051caa9c5dc65df0c01829bb9a229414ace7d39d975; d70b8e83823cd1b9ff260385620342f3b05a9c986492a03dd92713016f5ad86b; d4b2648cc9c71f157d6a9fcb00be12030ac22ceb924ecdbc3ba30dc2576fc2e3; 0cddb54a301842335ab77fc5bc9f45e7d46ec732c0648f2d047c2ae14a4b58d7,
312,Lack of clarity and detail in methodology / domain-adaptation-insight,1,Lack of clarity and detail in methodology / domain-adaptation-insight,40,40,36,5.5,0.3611111111111111,"Lack of clarity and detail in methodology (14); domain-adaptation-insight (4); Concerns about robustness and sensitivity to data quality (1); sensitivity_impacts_robustness (1); clarify baseline adaptation (1); attribute-centric (1); missing practicality (1); citation\_issues, missing\_baselines, masking\_risk, tSNE, (1); 1. Unclear table description (1); Confusion over multi-domain robustness and unclear experimental results (1)",a81505025abfc0517876c2c6cd8db5a34dcc236e7a9a26ca1db40d80f791cb71; 2213ab0c3ebac5a76c26128010cbd8433d5f0c27ef651233e86fb1652b7ffba9; ccb49e2a3c6d4653fb29dc77c015eb5911816b680ef652148b9a80f9b2a8cc3d; 48331c39bcbb5615b14b1445f7c90929438407738023f5bd5af233b431e38095; d2791c675e61bdfa09d3d9252a9cd1b429f96da9026b15cf5a0bbb208c781959,
577,Lack of clarity and detail in methodology / proposes auxiliary reward with ensemble modeling,13,Lack of clarity and detail in methodology / Insufficient ablation studies,40,40,33,5.225,0.3939393939393939,Lack of clarity and detail in methodology (24); proposes auxiliary reward with ensemble modeling (2); Novel insights on policy gradient convergence (1); Innovative approach to policy learning (1); Simplicity and adaptability of AMIGo approach (1); Innovative self-supervised option learning approach (1); Innovative surrogate objective for optimization (1); Simplicity and effectiveness of BHER (1); Well-formulated problem and validating experiments (1); Effective toy tasks and simple solution implementation (1),9393e6d0ae1d829044ccdd5f39599a2025c31b547c806fe6e08534c8cfdc8eea; 842159e8017e1d7f35e54f41f3391c2c0b7392629cfb9adb71dd21c298633f99; fddde5e4a58358d1b41f7926afaf7613073e200b840f96f980b136b6f3d429d1; e30d287ec83ee07dd34ec9b1e57980dcd09dc3ed2e150c66e1ed421ad00b6bfe; da8e9b77f7c50523b43988a13c899de168b1cdfdf3dc27a850bec7c5819b964f,
114,Lack of clarity and detail in methodology / Innovative self-supervised segmentation method,9,Lack of clarity and detail in methodology / Innovative self-supervised learning approach,40,39,31,5.17948717948718,0.4516129032258064,Lack of clarity and detail in methodology (4); Innovative self-supervised segmentation method (3); Novel contribution to object-centric learning (3); 3D structure enhances scene understanding (2); Innovative approach with flexibility and efficiency (1); Clear illustration and well-organized approach (1); Innovative part-level affordance task with extensive dataset (1); Disentangled representation enhances scene decomposition (1); Novel approach to disentangled representations (1); Energy-based model advantages and compositionality (1),9f95c91a72fd2c798a7b307021cfea0c36c2c5b111c5d0a2c3895117856b2e81; 663790ec90be0df405738e0d593cfe14f3c42be112d15d98f2e1fa43eb4d9cc4; d2c5b5a1845c4122b68b14268a36edddad827b4819f3b7bf45190375caac7d8c; d1d13eaa82036804f91b04df41d3964742c02edb2bad362d927e39b62c537869; e74e9df932474d28dd21c12ddc6343ebdac598e9791142948953517d436b0646,
268,Lack of clarity and detail in methodology / Innovative deep learning method for time series modeling,4,Lack of clarity and detail in methodology / transformer-advantages,40,39,32,5.615384615384615,0.46875,Lack of clarity and detail in methodology (4); Innovative deep learning method for time series modeling (2); Clear and efficient approach to irregular time series (1); Effective methods for smoothing and interpretability in neural data analysis (1); Addresses important challenge with clear implementation (1); Innovative exploration of Bayesian models (1); Innovative reinforcement learning approach for time series forecasting (1); High computational cost and overfitting risks (1); Performance improvement with LSTM and strong theoretical grounding (1); DTW limitations and weight dependency issues (1),e45caf677410ede1b7e72d5e18208918dfaa92c51ab8467960f0546ea39207af; acfa36e885e0e2652a9fda00a8503e7d2a13eb9e2ce4b07b680e031e72e5694b; 503dc624cab16c04bf9b5559d0f9ba20cacadad36c6e9fd8a7e6fdcda8cd9b2b; 84f9423af44afa79249582dc47ec6c16733d1ce0a06a95d35a2fa6010af8884b; 235f58f071676c22ca04d5f22338fa51240269bdfb33e1a10bb583a563a6939c,
521,Lack of clarity and detail in methodology / Novel exploration method with parallel policies,4,Lack of clarity and detail in methodology / transformer-advantages,40,38,31,4.7105263157894735,0.3548387096774194,"Lack of clarity and detail in methodology (19); Novelty model for sparse rewards in RL (1); significant-outperformance,original-approach (1); FiniteSampleBoundsComparison (1); search-space-exploration (1); noise\_comparison\_missing (1); LatentDynamicsNoise (for the first sentence) (1); missing\_citations,ablation\_only,unclear\_settings (1); Missing key related work and clarity issues in results (1); high quality and significant contributions (1)",0abc9862a15d9ee850de621f749eff40843f2cd1d28fd81d0b5cd64ada5c62ae; e6edb4916a455254c26ef1050072e67f1b8c039fe0c433f3c2215cb0d6625cb6; cd2085fe8038aac42eca1286603d54fc3dc23afc997a16c3bc603e8a3cb9258e; 5683e5d53d04aa4b0115ea23e448a17cc216c9ca4f89e5ccd0c120d04f9e266e; 278833ee40d875564a5bdd725ab3d39f04f08ec726284fe1970a6257af858a84,
419,Lack of clarity and detail in methodology / Unclear GNN types,12,Lack of clarity and detail in methodology / Unclear GNN types,40,37,27,4.918918918918919,0.2962962962962963,"Lack of clarity and detail in methodology (10); Unclear GNN types (2); Innovative clustering approach for GNN explainability (1); Innovative evaluation metrics in explainable graph learning (1); inadequate evaluation, varied expressiveness (1); GLOBAL-SUBGRAPH-EXPLANATIONS (1); Insufficient3Djustification (1); overlooked-aspects,regression-focus (1); unshared code, unanalyzed loss, vague examples (1); large-dataset training, model interpretability, limited baselines (1)",e13384976a59280ab841a5ce47df85f7149a6a504636cd158a580be950fe56b1; 775a081470c9f204b61abaf0e7932b1b50d02331a61b41845a4ae531d6965c09; 846e5344b72af2acf10e8b4a1ef41e76322e3eeb4eba8711422f72b19bc3e956; 2b78ea9809db16b0a8bc2c4b6adf24f117bb746baaedeeeef35a2e45edff7eea; c6c1fc0bc989a363a0e86aafc687c0fbbd4167feb0e198173d586cfa995aa682,
450,Lack of clarity and detail in methodology / novel approach beyond NTK regime,5,Lack of clarity and detail in methodology / flexibility-enhanced-normalizing-flow,40,37,32,5.0,0.34375,Lack of clarity and detail in methodology (9); novel approach beyond NTK regime (4); Mathematical clarity in NTK regime analysis (1); Neural scaling laws analysis (1); Lack of detailed analysis on initialization effects (1); Extension of NTK framework with auxiliary loss terms (1); Novel connection between natural gradient and NTK improving generalization (1); Disjointed connections and misleading section titles (1); Clarity and timely empirical contribution (1); Novel conceptual contributions and interesting use-cases (1),afce7f717acb78d188ea8b7427f22f4fc587b16a0194f968f871f7ffba97996a; e06496cd8551a34321e41cd8cb7841cdd3bacd92502941099264eb20e5bbfd76; 72dbd717a64a740a53e1963a4902aa8407485ab6ee55fa8ae72b495c0f9f964e; e8652b0fb86b38e3fd17ec8197edb2f99b18b02aa335ef08c05d3a34b4ea891b; cf68d44460c2cb310fede4bbafc5822d997d680d3c95e2faa484e49b01dc42b5,
129,Lack of clarity and detail in methodology / unlabeled-data-limitations,4,Lack of clarity and detail in methodology / transformer-advantages,40,33,22,5.818181818181818,0.4545454545454545,Lack of clarity and detail in methodology (10); unlabeled-data-limitations (1); detailed-explanation-dataset-processing (1); low-resource-scenarios (1); MotivatedDiscriGenTasks & UniWavTokSpeech (1); UnifiedTraining (1); Multitask-Experiments Clarity (1); BSQperformance (1); innovative speech model (1); Low codebook utilization (1),0f7d27af9457165605e8f4fa07c5585de79dc22598a6eda44ad79579dd0a268d; afd9fe9e672549c04e69d62ab6774dbe4019520d3c3042d98c3b887256d4673d; a48b50c37cceb6e9d6df42bb41ad8d42a80cc3bd4f0767330d24be0366616bca; 601d7f33a7152cebffab12c8114f78483d03b981b34144729b040e4ac3901702; 6e65c3481d19e936923362e62910bd2338eaef004d88794905b6d86c10e14fb3,
262,Lack of clarity and detail in methodology / simplistic saliency representation,13,Lack of clarity and detail in methodology / Insufficient ablation studies,39,39,29,4.461538461538462,0.2758620689655172,simplistic saliency representation (13); Lack of clarity and detail in methodology (8); Insufficient motivation and rigor in arguments (1); Innovative feature gradient concept for salience estimation (1); Relevant topic with theoretical basis and reproducible code (1); novel auto-conditioning method with reduced false positives (1); Strong problem formulation and experimental validation (1); Potential for comparative analysis of CSPs (1); Integration of saliency maps for classification improvement (1); Innovative saliency approach for filter sensitivity (1),332b3c69b06227775478fd87e69dd36b64b05d0c7b7a8c5fa3f820cdbc8e2984; c68e5b86f754d6ebe38f36f4ad0345146d655a2f3eed6c50677aca665c71d3b1; 95aa812194f5452102ef970ff22f37b85f9c7cca2aa6a1ed11fd302bebb122aa; dcbb47c69fd8ac92751fa6edeb84f83838e591a0fd1949199b3b301ffbd00bc6; 485b50d6ce5faa04a51972c33b19d60a7e2d975e26744a27d89a81b1b6b5ffcb,
563,Lack of clarity and detail in methodology / Innovative transfer learning approach,7,Lack of clarity and detail in methodology / Few-shot learning detail,39,35,27,4.942857142857143,0.2592592592592592,Lack of clarity and detail in methodology (14); Innovative transfer learning approach (8); Importance of learning portable options (1); NovelApproachTransferability (1); Well-presented-problems-theorems-definitions (1); ClearCommunication VisualIllustrations (1); transferlearning-foundation (1); TransferableSourceSelection (1); QuantizationLevelEffect (1); Importance of fine-grained tasks and clear motivation (1),c2d9998f9819c5a0e7dde0a54aacf512c88167e6c4b4bec807aafb68682e6510; d6b9b9fbda58702a302155c1e72ab4dc5d8ff2493b945cebf1aa13a0c93e38fb; cdd519da83cc0e3d797fc7fff5945fd4f535a5a2eb2335a9346fd5a9809ed052; 72e6d3ca2f73cebac3f013401d0af948ba68df37c44d0cfffc2e0dbc08499609; 4557c8b898ce8bb4c30b2747cd9e0d6f4881b6502adb4f4626253284f9323a0d,
90,Lack of clarity and detail in methodology / lighting-variety,4,Lack of clarity and detail in methodology / transformer-advantages,39,31,23,5.096774193548387,0.3043478260869565,"Lack of clarity and detail in methodology (15); Construct-uncertainty-framework (1); lighting-variety (1); diverse_car\_types (1); semanticuncertainty,additionalexperiments (1); ScalableTheoryGrounded (1); overflow-handling-approach (1); Confidence calibration analysis, Broad evaluation, Effective (1); LLM-guardmodelsanalysis (1); Realistic test cases, clear discussion (1)",3817cb64c7b27980a876e9e1504715a5d9463ef32e4df2749aa91444f6a176f8; 4c5aeaeee1809f9b7b9d6b2e6e077e9d60766120ca4b04b9e0afaacd0f076cc1; d9dd5de12e10da14decb090524316cc477a22e905636809d152587a30673ca2d; 702ad89575ea971e6b631b0243e514a2a8c613d6202cbe8937a78a66388867b7; 071df0065338ebde16a23cd88aa4b8c0407ea0eb89a6e6a7deb86654c248c37d,
381,Lack of clarity and detail in methodology / Novel learning-based causal inference method with joint task performance,10,Lack of clarity and detail in methodology / Complexity and clarity issues in ASR learning,38,38,34,5.157894736842105,0.3235294117647059,Lack of clarity and detail in methodology (11); Acknowledgment of interesting work (1); Limited high-dim latent confounding guarantees (1); multivariateSkewScore (1); additive-noise-assumption (1); deepeningunderstanding causalityRL (1); causal-perspective (1); PreviousWorkComparison (1); novelEmbeddingAdjustment (1); Misinterpretation of correlation and causation (1),29f72c616a95e03afabb43a0466d5fa3211d1db1aba0adc0a15d341a0dd2f4d1; 27c528fbc76806d2d6ef3a6c4ccbacd94b88bb7d455ece8bd85479c8f66dbc65; 2470902ae6fa85575a11dd88559f8f3a23eae282900c5b945eb712e298de4435; c31af5d7b7ea3232afbb6fc4172d9d7095b86a323994ae483eb052b0801ddee3; 41d110e06a9d6f773b99faab9e8afedc0caddbcecee894af64fb4d6770eb4246,
634,Lack of clarity and detail in methodology / important problem and natural approach,4,Lack of clarity and detail in methodology / transformer-advantages,38,38,38,4.657894736842105,0.4210526315789473,Lack of clarity and detail in methodology (30); important problem and natural approach (1); Lack of clarity in contributions and pricing plan (1); Weak theoretical development and poor organization (1); Misalignment in empirical comparisons (1); thorough literature review and community connection (1); Lack of originality and excessive background material (1); collinearity\_baseline\_check (1); literature-awareness (1),fc1c8cc78764d6e740e5b562dee3b46c71f9a00f3045e549c5906a2adb247006; d038e188b0adac9997ccc759cf180a6f064cfae25c72e852be261472afcb1566; ee06080b04ded61aa78412f98a16ac7bcceb15a084fc2984ccd7781a378dc49e; 14d4a214960bea18f7a04df490258041ad4325613fb3295145c9cf1d1d1befaa; dcad28046eb16cff89d2f4136008723de67ca9473461652c3db65063597a79dd,
640,Lack of clarity and detail in methodology / Insufficient ablation studies,13,Lack of clarity and detail in methodology / Insufficient ablation studies,38,38,38,5.631578947368421,0.3947368421052631,"Lack of clarity and detail in methodology (28); Detailed-derivations (1); Over-specialization limits adaptability (1); unclear settings, lack intro, no real (1); Clarify objective, analysis, comparative analysis (1); Clarify task significance (1); label\_quality\_evaluation (1); one-model-one-task (1); inconsistent\_performance (1); incomplete-analysis-unsupported-stats (1)",cfe655234e94b46e52b0f01a8f0f97a8e38773be9f20033b593c3a41caef2474; 10dda000b191532ed2f50dfff47d50535b467529da1c5ce9e3ef4da6e6fc16e2; 521a751192f38eab00bff5bcdc8149831660c42f3f099de501e193ddb31e1e16; 7bdb5db94939d995e78c5b8a9dcc5bc1d76c9d33b4b433ebcef71be03a335627; e031e6aa182b44a56cd83b6736c85cead46179d5a5abcacb561440a83f328639,
653,Lack of clarity and detail in methodology / Novel model with significant long-range dependency improvements,4,Lack of clarity and detail in methodology / transformer-advantages,38,38,38,5.894736842105263,0.3947368421052631,Lack of clarity and detail in methodology (20); Novel model with significant long-range dependency improvements (1); ExperimentClarity (1); ModelCodeProvided (1); well-written novel method comprehensive clear resources (1); detailed-explanation (1); systematically\_explores (1); modelsizebasecapabilities (1); implementation-parameters (1); SolidTheoreticalAnalysis (1),9ad36a97ef40452f2590e8ca2742a256b3a1951e1f54c4e22419e9965972935d; 0098b04d10bc48bcab24115b630847a56e26571489b6864c5e734b1038b66c18; 316a4b6bb8a123cc86af774c65c26c6cc1cb0d5b7b6ae459ffbde262ae02c4a5; f2ddda14829caf9bbede43a66c24e0dc0c5aeb730c8dd06f1602afd198bf6f7c; 651c070d1b61c57b27019ed1763224f82262e3b1164d2659b029bff489adffba,
220,Lack of clarity and detail in methodology / Novel OOD detection criterion,14,Lack of clarity and detail in methodology / Limited performance compared to SOTA models,38,37,27,5.351351351351352,0.3703703703703703,"Lack of clarity and detail in methodology (9); Novel OOD detection criterion (8); Focus on OOD detection for VAEs (1); Feasibility of alternative prior and effective OOD classification (1); hyperparameter-tuning, scalability, citation-omission (1); InsufficientPriorDiscussion (1); novelapproachdatacomplexity (1); unoriginalapproach (1); integratesInlierOutlierSfM (1); dependence_on_auxiliary_data (1)",fbfff2caee185860b8167ee6f0c49701f92aee43f72eb49cca087f2382dc81da; 3682e17635015f0f02a19248ae8dafc9969cfb9d109201fea315282d908e016a; 9e6ec5b3d84b1240bff69774b68021ee2c472252799cb370190cc801f936cc94; 78894c84eb8eb9af2a74e6adf08e2a9d6d4460bda9f71ee2889a37a155e8210e; 96cf298d345a6943e90a8c1eedefb9c9fbb8a913133d06c1f53383d34c9b40dd,
683,Lack of clarity and detail in methodology / Innovative approach to neural network similarity,1,Lack of clarity and detail in methodology / domain-adaptation-insight,38,37,35,5.297297297297297,0.3428571428571428,"Lack of clarity and detail in methodology (13); Novel method for analyzing neural network consistency (1); Flawed research question and unclear presentation (1); unclearjustification (1); underbaked-results (1); limited understanding (1); architecture focus, limited scope, missing comparison, (1); shallow architec, limited domains, practical implications (1); CORE\_ISSUES, UNIFIED\_BENCHMARK, OPEN\_SOURCE (1); Test model diversity. (1)",be6a29fea60a90455c235e064a5a170f58ee5110349b6a2ba6ade4544ceea434; ae5a63f1b58565f8e79652160143a0979d1a9fc10f65f65d71f44966a776a6a5; d76052af03d22c7b16d293c415a7c187e2864a90144ae8e4533a55bd6abf36f6; b8d322cade4e7a5b7835e4d08069aee19fc31169354aea93381f913a7240f8a5; 6167da01387afcb7ab490a88f4fef3521293159e748c1ea986c53c8da5f9cc75,
575,Lack of clarity and detail in methodology / Effective affordance learning and classification techniques,13,Lack of clarity and detail in methodology / Insufficient ablation studies,38,36,35,5.388888888888889,0.4571428571428571,Lack of clarity and detail in methodology (14); Innovative method for learning affordance maps through trial and error (1); Community value and innovative method (1); learn-from-multiple-models (1); under-explored problem (1); demonstrates-effectiveness (1); Insufficient ablation studies (1); Clear motivation and innovative expert branches (1); Limited simulation comparisons (1); Lack of diverse environment evaluations and clarity issues in results presentation (1),ff0d627420972ff48343de12c6300ff41f7fe227257ee63bfb5beb982a846d0d; 9aac0636ae1df93ce0e4dbd23078acca9f8b53f0f9e88c70466d69af86aca589; 365ccada6e9bf80fafc4222298369ed9f306848f895e5ed3db6bd34b8222d5be; a094298cfed6849b52ae1260a40cf5152223baf3a35d78eed9a5f4982d227448; f2f4ab6465a2935653ce58c5d6eacbfdb92ea8b6dd1dc82214e4fae3caf5bbdf,
